,text,target
10066,#USER# #USER# #USER# #USER# 20 veces he mirado y cambiado y nada.,1
10067,Pues sí #USER#: ELLA. Fan de #USER#. 👏🏻 #URL#,1
10068,Por si alguien conoce a este par de hjdlgp... #URL#,1
10069,RT #USER#: Luis Robles lleva 39 días detenido por la dictadura militar de Cuba. ¿Que hacemos? ¿Alguien se acuerda de él?,0
10070,"#USER# #USER# #USER# En serio, gordita ¿te crees que una persona con cinco millones de seguidores te va a responder?",1
10071,RT #USER#: 🔴🔴 La policía municipal de servicio entusiasmada con la manifestación. #URL#,1
10072,#USER# #USER# ¿Os han pedido precio por un completo?,1
10073,💔💔💔 tropical fresquita y bronceador verano sexo calor 💔💔💔,0
10074,#USER# El barça los necesita para que funcione bien el 4-3-3 de Koeman,1
10075,RT #USER#: Acabo de encontrar la lámpara que les pondré a mis futuros hijos. Si. #URL#,1
10076,RT #USER#: Ni modo... Me voy a drogar hoy tambien de nuevo.,1
10077,"#USER# Me vuelvo loco, mira lo que son #URL#",1
10078,RT #USER#: Y bendigo al cielo porque Azabache soy!!! Canta: Victoria Santa Cruz; título: me llamaron negra #URL#,0
10079,"Esto es una dictadura y no lo de Franco, nos dijeron ayer más 3 personas de unos 70 años. #URL#",1
10080,RT #USER#: Y así es como Adán y Eva fueron felices porque no tenían suegras ni cuñados.,0
10081,#USER# #USER# Rojo de izquierdas y gilipollas!!!,1
10082,"A cada paso, más cerca. #HASHTAG# #URL#",0
10083,"Igual q para el ""estallido social""...comunistas y la P q los parió..... #URL#",1
10084,#USER# La Wera Oso Negro desesperada porque se va a quedar sin jale el próximo año. Fin del comunicado.,1
10085,RT #USER#: Soy el único que ya está hasta las pelotas de este gobierno y quiere pasar a la acción?,1
10086,#USER# cuanto tiempo se resuelve el problema,1
10087,"#USER# Tienes hijos?, si, envialos y listo, se acabo la discusión.",0
10088,"RT #USER#: Dale tú atención, tiempo y energía a personas que hagan lo mismo contigo.",1
10089,#USER# Faltó la mitosis,0
10090,Lo que paso en estadio José antonio anzoategui fue culpa de los caraqueÑos y los valenciano. Que vinieron a pto la cruz a hechar vaina,1
10091,RT #USER#: Polvo eres y en polvo te convertirás. La sagrada cruz nos acompaña en nuestro camino #HASHTAG#,1
10092,#USER# Dulces sueños bella 💋💋,1
10093,#USER# Y ayuso perdón,1
10094,RT #USER#: Acabo de escribir la palabra entucados así: N2K2,0
10095,Mi novia se quiere cortar sus hermosos chinos 🥺 cada fav es un “amiko no chille”,0
10096,"Plantar árboles, la solución contra el cambio climático | Bioguia #URL#",1
10097,RT #USER#: Activa el sonido 🔉| Escucha a los ciudadanos en cuarentena por coronavirus en Italia cantar desde sus balcones,1
10098,"cuanto tiempo se deja la papa en agua hirviendo, ayuda lleva 1 hora.",0
10099,El empleo que crearía Podemos... #URL#,0
10100,RT #USER#: Los colegios haciendo actos para el 8M que luego son los mismos que te ponen un parte por llevar un top escotado,0
10101,RT #USER#: Dibujando la viñeta de mañana #URL#,1
10102,RT #USER#: Y no sale en toda la prensa? Ah no que seguro es algo puntual,1
10103,- Pero Nyx quita la carta de las ruinas y- - AQUÍ SE JUEGA CON GUSANOS O NO SE JUEGA.,0
10104,RT #USER#: El huevo siempre presente. 😌👇🏼 #URL#,0
10105,"RT #USER#: Sisas, que vida tan coqueta",1
10106,#USER# El Colegio Oficial de Arquitectos es una corporación privada. Y una bastante prescindible.,1
10107,"Sábado por la tarde, que estarán haciendo ahora las infantas?",1
10108,"Los niños sirios están encantados...no tanto como tus jefes, pero se les ve bien. #URL#",0
10109,"#USER# ""Dame los telediarios, a mi dame los telediarios "" Pues eso, que pocas críticas por vuestra parte.",1
10110,"#USER# Siempre podremos hacer manualidades con cosas recogidas de la basura, eso no nos lo podrán quitar",0
10111,cuando te comes un kebab #URL#,0
10112,#USER# siempre echándole mierda... vete por ahi!!!! y habla de tu protegido pufao!!!!!,0
10113,Oyasumi Pum Pum está haciendo estragos en mí...,0
10114,#USER# Creo que en Irán donde negarse a llevar el hiyab está penado con latigazos y 23 años de cárcel.,1
10115,#USER# Además estamos en el fin del mundo dejadnos morir como queramos hijos de puta,1
10116,#USER# #USER# Lo importante es no parecer tonto...,1
10117,"#USER# A por ello, suerte a todos",0
10118,#USER# RT que rico me masturbe viendo tu culo,0
10119,#USER# #USER# Comunistas siempre criminales y asesinos. Y se enorgullecen de eso.,1
10120,Que cosa linda ir a desayunar 💆🏻‍♀️,0
10121,"Feminista tiene q ser , no saben los que es trabajar ni ahí , que idiota #URL#",0
10122,"Ese colchón pesa como 150 kilos y al levantarlo me dio un dolor de columna intenso, quede fue tiesa",0
10123,Son 68 meses con mi amor más lindo💜,0
10124,RT #USER#: Hermosa mañana verdad? #URL#,0
10125,"Y ahora a llorar ... 😂😂😂 Que pereza me da esa mujer, porque de señora no tiene nada... #HASHTAG#",0
10126,cada día tengo el autoestima más abajo,0
10127,RT #USER#: #USER# Feliz cumple linda. Que termines hermoso tu día ♡,0
10128,"RT #USER#: #HASHTAG# que FERRE esté en casa y estos dos estén ahí aún en el programa, es lo más injusto que puede haber",0
10129,"RT #USER#: Los Mossos le han pegado con la porra a un coche. De veras, hay que hacer controles de droga a esta gente.",1
10130,#USER# Hola primero que nada buenas tardes para mi y buenas noches para ti ajjajajaja 👀,0
10131,"#USER# El pan comido y la compañía, deshecha",0
10132,"#USER# Vaya, no leí la ubicación.. Pero supongo que puedo ir, no?",1
10133,#USER# Le sorprende aún a alguien que el dinero sea para el Gobierno?????,1
10134,"RT #USER#: #USER# #USER# Waaajaja hablas como si tuvieras pichula. Ya, sigue soñando micro pene.",1
10135,#USER# Cuantos hjdlgp hay en ese vertedero llamado ElPais. Más votos para VOX🇪🇸🇪🇸🇪🇸VOX,1
10136,RT #USER#: #USER# Y sin pelotudos haciendo huevadas en los trenes! Cristina ahora.. #URL#,1
10137,"Jajaja ¿A que tú eras el chico más listo de la clase, Lerín? #URL#",1
10138,"A noelia cuando sea abogada del estado en el tribunal supremo juzgando independentistas, le pondrán el video de #HASHTAG#",0
10139,Han probado los huevos revueltos con cilantro?,1
10140,Que me devuelvan mis puntos!! #URL#,0
10141,#USER# mi signo es libra ... me encanta lamer el coño ... 👅👅👅😉😉😘😘,0
10142,#USER# Fedepechos hace falta un “Splinter Cell la saga en un video” con ese toque de comedia ácida. Saludos,0
10143,#USER# camarada palante como mi comandante supremo Dios y hugo rafael te bendiga,1
10144,RT #USER#: Quién de vosotros ha sido por favor que salga y lo reconozca #URL#,1
10145,RT #USER#: A quien mas lo tienen chato estas palabras . Dignidad Pueblo Hambre Si tu tienes otra palabra me gustaría saberla,1
10146,RT #USER#: Hay tantas cosas hermosas pero lo mejor es cuando tu estrella te apoya! Siempre contigo #USER# #HASHTAG#,1
10147,"#USER# Comparado con AMLO, EPN es un egresado de Harvard.",1
10148,"Que hablen bien o que hablen mal, pero que hablen. Honor #USER# #URL#",1
10149,RT #USER#: Se viene la sucesión de bienes más compleja en la historia de la humanidad.,1
10150,"#USER# Sánchez y su mujer, dos paletos en la corte que se hicieron ricos a base de......sobres de Soros????",1
10151,#USER# No eran de España?,1
10152,"RT #USER#: Como siempre, estoy feliz de aportar a #USER# . ¡Vayan a leer y feliz vuelo! #URL#",0
10153,#USER# Perroflautas del 15 M todavía quedan.,1
10154,RT #USER#: Pasamanos del Rey. #URL#,1
10155,El único viejo que me encanta es Alejandro Sanz,0
10156,Amigos no se quiten la playera para bañar a sus gatos. Saludos.,0
10157,"RT #USER#: Carlos Tevez, sobre Formosa con Alejandro Fantino en 2015: “No entiendo la desigualdad” #URL#",0
10158,"Un yonki bailando diciendo que es la reencarnación de Bruce Lee y en la tele. Tengo fe en él, será un duro competidor para la Esteban.",1
10159,RT #USER#: Hoy cumple años la más bella!!! Felicidades #USER# #HASHTAG# ✌✌✌🤗🤗🤗 #URL#,1
10160,#USER# En esta familia nadie lucha solo ❤️,0
10161,RT #USER#: Mi mejor amiga? una reina.,0
10162,"RT #USER#: ¿Bad bunny, Anuel, Ozuna? No sé quienes son, lo siento. Yo solo escucho La Oveja de Saturno. #URL#",0
10163,el envidioso no sabe lo q quiere hasta q ve lo q tú tienes,1
10164,#USER# Cuando dice prevención se refiere a la vacunación?,1
10165,"Cuenten conmigo! Ese es uno de mis objetivos, cuando Antonio Recio llegue al poder. No más podemitas 🤢🤮 #URL#",1
10166,"Esa foto es de Vistalegre Plus Ultra, el 6/10/2019. No mientas, niño rata apátrida. #URL#",1
10167,#USER# #USER# #USER# En ningún momento he defendido el comentario de Rubén.,1
10168,"#USER# Se te acaba chupar del bote maldito parásito, te vas a comer los mocos a partir de mayo sucio vividor.",1
10169,"#USER# Defiende lo indefendible dando la misma argumentación, estamos viendo su caída, ahora ha entrado en bucle, esperemos.....😬",1
10170,#USER# A qué esperan a fabricar dinero. VAMOS CHIQUI 🤣🤣🤣,1
10171,#USER# #USER# #USER# #USER# #USER# #USER# #USER# Dónde en Telegram que voy!,0
10172,Multado por llevar indígenas en bus de turistas que solo es para gringos según PMT - EL NACIONAL GT #URL#,1
10173,#USER# #USER# Es peor Larreta es un Pelotudo pero ella la Acuña es NAZI,1
10174,"#USER# Yo creo que no, no es bueno que siga equivocándose. Significa que cuando se necesite se puede equivocar",0
10175,RT #USER#: hasta con miopia veo claramente que nunca vas a encontrar alguien mejor que yo,0
10176,"Ya me mandó las buenas noches la que me gusta, hoy dormiré rico.",1
10177,Siempre nos bañamos juntos con Agustín jeje #URL#,1
10178,"RT #USER#: Te quieren solo, enfermo, sin familia, tr0lo y vegano",1
10179,"RT #USER#: Se puede ser más tarao menta ?! Habrá cretinos que lo verán hasta bien, joder que limpieza de verdad hace falta.",0
10180,"RT #USER#: No te puedes perder el #HASHTAG# de hoy, por #USER# #URL#",0
10181,Que chayotero se le opondrá? #URL#,0
10182,RT #USER#: pasa que te extraño #URL#,0
10183,Quieres que esta noche te sedusca en mi coche?? #URL#,0
10184,#USER# Si has follado recientemente con señor pareja obviamente también serás positivo,1
10185,RT #USER#: Para mí es un MONTON q alguien no me aburra,0
10186,"#USER# #USER# Me alegro, espero que lo pasen bien y ya mañana os veremos por los directos. 💪💪 sois grandes los dos.",1
10187,"RT #USER#: Los autónomos trabajan 24/7 toda su vida, y no un año solo.",1
10188,"Qué buen queso hacéis bonitas! Qué saludable vuestra leche! Vivid, vivid y reproduciros vaquitas. #URL#",1
10189,"RT #USER#: Los 'amigos' polacos de Vox se enfrentan a su fin tras ser declarados un ""partido fascista"" #URL#",1
10190,"#USER# #USER# Se acaba la concesión y no la renuevan, Bartolín",0
10191,#USER# #USER# Aquí de la coleta sólo estás hablando tú. #URL#,1
10192,RT #USER#: A los solitarios nos gusta estar solos o muy bien acompañados. No tenemos grises al pedo,0
10193,#USER# Bueno ni modo siempre quedo como payasa en los follow spree 🤡🙃 nadie me quiere seguir 😪,0
10194,RT #USER#: Cuando España fue posible. #URL#,0
10195,O prefieres mari? Maruja? O... Martinez portero... como anillo al dedo tu apellido portero... tenía que acabar en a. #URL#,1
10196,#USER# se considera incitación al odio? O lo dejamos pasar porque Twitter lo controla indra. Ahí lo dejo #URL#,1
10197,Que ganas de tomar un campari😒,0
10198,Qué gran político es. Si le dejaran. #URL#,1
10199,RT #USER#: Y nosotras en nuestro upd..... #USER# #URL#,0
10200,RT #USER#: Ni los acróbatas del Cirque du Soleil pueden retorcerse tanto para lograr un titular de este nivel. #URL#,1
10201,RT #USER#: Vaya pedazo de entrevista! 👏👏👏,0
10202,"#USER# #USER# Qué va... Como nuevo rico se lo hará fundido, y éste en Argentina es alpiste de atracadores y montoneros.",1
10203,#USER# #USER# #USER# Te acuerdas de la canción...cada uno daaaa...lo que recibeeee!!????,1
10204,"#USER# Correcto, a textualmente ""aliviar"" a sus presos.",1
10205,#USER# No son Peronistas no son K SON UNOS PELOTUDOS saludos compañero ✌️✌️✌️,1
10206,RT #USER#: En esta vida lo único que no envejece son los demonios de debajo de tu cama...,0
10207,"#USER# #USER# Él es un nuevo rico, y tiene a su guardia republicana, dispuesta a detener a cualquiera que le grite tres verdades.",1
10208,#USER# Y al hijo de puta que ha hecho esto ya se le detuvo? Pobre Perro solo trataba de ayudar.,1
10209,6- #USER# califica a los organizadores del acto como “grupo ultra”. No tenéis vergüenza: ¿Esto es gente ultra? #URL#,1
10210,"Ya en casa, gracias #USER#, que rapidez #URL#",0
10211,#USER# #USER# Los tampones y compresas ya tienen un IVA reducido.,1
10212,#USER# Jajdjajdjaa a dormir una siestita mejor hasta que llegue papa noel a decia eso,0
10213,#USER# Vale pero aprovecho para recordar que quienes están a favor del aborto no son católicos ni cristianos,1
10214,Muy bueno el partido #URL#,0
10215,El gran Zadal con su nuevo tema “Selva” junto a Rodesens.. beatmaking venezolano del mas fino 🇻🇪 #URL#,0
10216,recuerdenme que nunca más me siente al lado de mi tía trola así no la escucho hacerse la víctima,0
10217,RT #USER#: Si no te da CRINGE quien eras hace 2 años... no estás creciendo lo suficiente,0
10218,#USER# Jajaja es de los 90 la vi una vez en TVN y nunca mas la dieron..... hoy la busqué y esta en YouTube 🥰😍,1
10219,Mónica son dias de eso de comer pero tú estás guapa de todas maneras #URL#,1
10220,Le quiero decir más de una cosa 😣,0
10221,#USER# #USER# #USER# La del gobierno central?,1
10222,#USER# Tienes toda la razón. He cometido un error. Vergonzosa comparación por mi parte,1
10223,Fallas virtuales pero decenas de concentraciones feministas en Valencia. Quieren que todo esto explote. Y lo hará. #URL#,1
10224,RT #USER#: Este hilo👇 #HASHTAG# #HASHTAG# #HASHTAG# #HASHTAG# #HASHTAG#,1
10225,Donde esta Donde esta Tutancabron #URL#,0
10226,#USER# #USER# No teneis ningun derecho a pedir que cambiemos de lengua.,1
10227,esta lloviendo hasta el día de mi cumple dice que soy llorona,0
10228,lastima #USER# y #USER# ya pueden ir haciendo los arreglos funebres para #USER# #URL#,1
10229,#USER# Ajajaja que te haga descuento,0
10230,RT #USER#: Quédate con quien te mire como Hector y Kerem miran a Hande ✨ #URL#,0
10231,"Dylan pidió la renuncia, Balcarce estaría sospechado por escuchas ilegales, Vervitzki escondido, vida de perros",1
10232,"Sí. Lo justifica La Sexta, sus periodistas, sus tertulianos y su público. #URL#",1
10233,#USER# #USER# No creas que todos esos camaradas se han ido a sus casas.,1
10234,#USER# Estás orgulloso por hacerlo un año tarde? Hay que ser gilipollas,0
10235,#USER# Si si es que eso lo hace aun mas gracioso skdkdkdk,0
10236,#USER# Que los cumplas feliz 🎂🎈💃🎉,1
10237,RT #USER#: Usé a Quevedo para valorar el cambio de sede del PP. Poco más que decir. En #USER#. #HASHTAG# #URL#,0
10238,"RT #USER#: Los Borbones pueden robar lo que quieran porque lo dice la Constitución, son inviolables #URL#",1
10239,#USER# Y mañana en Colón estaremos 4 gatos. ¡Game over!,1
10240,RT #USER#: Una luz de Esperanza nos da la Justicia #HASHTAG# #URL#,0
10241,#USER# #USER# Cada vez que la escucho es como ver a un ángel.,1
10242,"Jajajajajaja se han cargado el partido los favoritos de los piperos,canelita y carvajal",1
10243,"Feliz día de la Diada a todos los catalanes de bien, y a los que no, nacísteis españoles y moriréis españoles . #HASHTAG# 🇪🇦",1
10244,"RT #USER#: Wyoming se va a Cádiz, Celaá a Bilbao y los de Vallecas se quedan en Vallecas.",0
10245,RT #USER#: Bañarse cuando estás triste es terapéutico.,1
10246,#USER# Upa yo quiero saber que tipo de empanada me representa,0
10247,"Muy de acuerdo, por eso aprecio a Natalie. #URL#",0
10248,"No, no son las fallas de Valencia, son los terroristas callejeros en Barcelona. #URL#",1
10249,#USER# Lo terminé de mufar cuando la hice,0
10250,#USER# Como me conoces Perra DIGOOOOOOO Perro🥵,0
10251,RT #USER#: Feminismo islámico. Lección 3. #URL#,1
10252,che seguimos usando el rosado para las nenas y el azul para los nenes??? Algo anda mal,0
10253,RT #USER#: #USER# También puedes contar el dinero que has ganado a costa de escribir semi fábulas de la Casa Real,1
10254,mi única personalidad es no creer en la astrología pero igual tirarle odio a los signos de tierra por psicópatas aburridos,0
10255,"#USER# Te imaginas? Campos de concentracion para los menas, comunistas y demas escoria social...yo lo veo xd",1
10256,"No puedo sostener tantas ventajas, papá #URL#",1
10257,#USER# yo utilizo sony vegas y photoshop.,1
10258,RT #USER#: Arrimadas rompe su silencio y evidencia que apoyó y negoció la moción de Murcia #URL#,1
10259,RT #USER#: Yo pongo la foto y vosotros el encabezado. Vale?? #URL#,1
10260,#USER# Uiii que miedo. 🤣🤣🤣,1
10261,RT #USER#: mis respetos a quién se haya bañado hoy,0
10262,#USER# mmmmm fantástico !!! Me encanta verte tan con ese arbusto que te lamería horas horas horas 👅👅👅👅👅❤😘,0
10263,#USER# #USER# #USER# Sacame los pendejos del hoyo con las muelas del juicio mientras te metes una trutruca por la raja.,1
10264,RT #USER#: Cómo mola!!! Me fliparía un póster como éste. Cortesía de Generación VHS de Facebook #URL#,0
10265,Monsanto nos enferma y Bayer nos medica - Las2orillas #URL#,1
10266,"RT #USER#: Más claro el agua, en dos minutos no se puede decir más sobre este complot mundial.",1
10267,Se me cae la polla al suelo con el golazo de iñaki williams...,1
10268,Este sinvergüenza qué hace??? #USER# #USER# #URL#,0
10269,#USER# Asesinadas por milicianos de vuestra cuerda. O estás nl merecen respeto? #URL#,1
10270,"#USER# Quita el teléfono, que esto esta lleno de desconocidos...",1
10271,RT #USER#: Mato por un plato de sorrentinos de jamón y queso con salsa,0
10272,Desde que saque el visto y la ultima conexion en wsp mi vida es mucho mejor,0
10273,"RT #USER#: Maduro: “Chávez murió siendo pobre, yo moriré igual”. No Nicolás, ""tu moriras estando preso como te corresponde"".",0
10274,"Jajajaja alv amiko, préstame esas vendas con las que te estás amarrando el dedo antes de la cortada. Las ocupo para entrenar. 😂😂😂😂",0
10275,#USER# En esta hay 800 y en la otra parcela 500,1
10276,#USER# Por fin alguien decente,1
10277,"#USER# vaya, con lo majo que soy. 🥺",1
10278,#USER# Felicitaciones 🎉 en tu día mi Yaya 💞 #URL#,1
10279,"Basta,hijos de puta, basta!!",0
10280,Dónde estarán? Se sabe algo de esta excursión #USER# #HASHTAG# #URL#,1
10281,“No sé porque lloras si tu fuiste quien me cortó”. —Una cebolla.,0
10282,#USER# Excelente adios alos programas de radio y tv vendidos.,0
10283,Me quiero ir a la mierda,0
10284,#USER# RT que rica verga grande y grueza,0
10285,¿Quién se apunta?💪🇪🇦🍇 #URL#,1
10286,RT #USER#: Otro peldaño en la escala Democracia-The Economist.,1
10287,RT #USER#: Pingüinos en Madrid. #URL#,1
10288,"Vaya partidito le han regalado, por la cara, al At Madrid",0
10289,RT #USER#: Quieren estar y no hacen nada para quedarse jeje,0
10290,#USER# #USER# #USER# #USER# Siii porfavor los 5.000 primeros socios ya valdría jeje,1
10291,"La cantidad de viajes que tengo programados por America, voy a necesitar 3 decadas de cuarentena después.",0
10292,"RT #USER#: Con tanto GLOBALISMO, porqué no celebra IRENE MONTERO el 8M camino de La MECA ? Allí SÍ tiene mérito. Aquí, NO.",1
10293,RT #USER#: Gabilondo y Errejón estudian presentarse juntos a las elecciones bajo las siglas Más Despiertos. #HASHTAG#,1
10294,#USER# #USER# Felicidades en vuestro día,1
10295,RT #USER#: Mientras nos tienen entretenidos con la moción de censura el SEPE sigue sin funcionar. Todo es un desastre.,1
10296,"Estas enumerando, todo lo que uds le hicieron a todo gobierno no peronista, laucha de leña! !",1
10297,"Feliz día de la mujer, sobretodo a las mujeres trans #URL#",0
10298,#USER# #USER# el azul más intenso y hermoso q he visto en mi vida,0
10299,"Veeerga wey, yo pensé que ya era jueves.",0
10300,RT #USER#: Inaugurando la terraza del #USER# buen ambiente gracias a #USER# y a #USER# #URL#,0
10301,RT #USER#: Prefiero pensar que son personas pequeñitas y no un libro enorme. #URL#,0
10302,#USER# te sigo cuando pueda #URL#,0
10303,#USER# Coñoooooooo! Se calentó la timba. #HASHTAG#,0
10304,"RT #USER#: ¿A cuál de sus mejores amigos concederá Villarejo su primera entrevista fuera del talego? ¿Ana Rosa, Inda o Ferreras? 🤔",1
10305,RT #USER#: bueno comí y ahora m queda horrible el vestido,0
10306,RT #USER#: 🗞️ #HASHTAG# l Domingo 27 de diciembre #URL#,0
10307,RT #USER#: Resulta inconcebible que esto exista,1
10308,"Lo lindo del barrio es que, salga a la hora que un salga, siempre me encuentro con alguien que me trae hasta mi trabajo💞",0
10309,#USER# RT hermoso culo,0
10310,Lo que una barba puede hacer por ti. #URL#,1
10311,RT #USER#: ¡LO TIENES QUE VER! La CHILENA de #USER# desde TODOS LOS ÁNGULOS. #HASHTAG# #URL#,1
10312,RT #USER#: ¿El voto por correo en Cataluña a qué contenedor va?,1
10313,RT #USER#: Familia Roja como un clavel reventón.Os doy las Buenas Noches. Mañana más.SyR✊ #URL#,1
10314,Ni uno me suena! 😂😂😂😂😂 que rico el frigo-dedo y el Calipso de lima... y el polo de milk... #URL#,1
10315,RT #USER#: Buen día solo si tu equipo acaba de ganar una final por goleada,0
10316,"cafe y a meterse 4 temas en vena, buenas tardes",1
10317,RT #USER#: La respuesta a todas las preguntas es esta. Hagan lo que les diga su sentido comun...,1
10318,"RT #USER#: Me podía haber rebanado el puto dedo con el cuchillo jamonero pero no, ha sido pelando una puta zanahoria.",0
10319,#USER# Que Asco la minita que se encanuto con esta COSA . QUE ASQUEROSA...,1
10320,#USER# Y si le pasamos por arriba?,0
10321,RT #USER#: Tú y yo sabemos lo qué pasa entre nosotros... 🥀,0
10322,Por fin el manduco de la caja x😭🤌🏻,0
10323,RT #USER#: Esta para que entre Zarate y ponga la frutillita,0
10324,"RT #USER#: 30 de diciembre de 2020, 04:13, TENEMOS ABORTO LEGAL HERMANAS.",0
10325,"RT #USER#: Las muñequitas otomíes #HASHTAG# también usan cubrebocas, ¿y tú? 😷 #USER# #URL#",0
10326,#USER# #USER# Si son el mismo zurullo sólo que diferente envoltorio. Apestan por igual.,0
10327,"#USER# Uy que susto!, pense que era carne con papas #URL#",0
10328,RT #USER#: La 💩 fuera !!!!!! #URL#,1
10329,#USER# Algo positivo que tenga,0
10330,"Que vergüenza, que impotencia, que asco...",0
10331,RT #USER#: La teoría de que los futbolistas son nenes de 6to. Impecable #USER#.,0
10332,"#USER# #USER# Otro capullo q me tiene bloqueado, son unos indecentes",1
10333,"#USER# Lo se, Ya falta poco para octubre 😊",0
10334,"Que malo es Lenglet, que desastre de central.",0
10335,como hacer si tengo más ganas de dormir la siesta que de estudiar,0
10336,#USER# #USER# Todavía te quedan más dedos para tuitear...jejeje,1
10337,#USER# Que nunca haya votado a Sánchez no significa que no sea usted tonto de nacimiento.,1
10338,La tía de Fany lanzando caca sobre Cristopher porque no tiene nada para justificar a su sobrina... Que ascazo de familia #HASHTAG#,0
10339,RT #USER#: No se juzgó a Japón por sus crímenes de guerra y este es el resultado,0
10340,"#USER# Define artista. ¿Junqueras haciendo malabares con los ojos, por ejemplo?",1
10341,"Buenas noches, amigos. El equipo creativo de #USER# les desea un excelente fin de semana #URL#",1
10342,RT #USER#: Pasan los años y seguimos dándoles más excusas para que nunca nos visiten #URL#,1
10343,#USER# #USER# Si el meme está hecho así yo no tengo culpa de ello,1
10344,"#USER# Excelente, otro ser humano racional, lógico y sensato en su forma de pensar. Lo celebro.",1
10345,#USER# Tira la tierra!!!,1
10346,RT #USER#: También os digo que yo a esta gente no les apruebo ni el preescolar. #URL#,1
10347,Tú también caes en el juego de la simulación. Aunque digas que no.,1
10348,RT #USER#: No se podía saber... #URL#,1
10349,"Juárez no debió de morir , si aún viviera, hoy diría: EL RESPETO EL PETROLEO AJENO ES LA PAZ!! Buenos días a todos los que continúan aquí!!",1
10350,#USER# los del fin :( tengo muchas cosas q hacer y ya no salgo sin tu opinión!,0
10351,"#USER# Yo ya no tengo nada de eso, aggg que pereza",1
10352,Muy bien hablado Rocío. 👏🏼👏🏼 #HASHTAG#,0
10353,Asesinado por el narco terrorismo zurdo en la Araucanía..lean!! #URL#,1
10354,Que viernes mas aburrido,0
10355,#USER# #USER# mira la película Mely,0
10356,"El viernes, todo el mundo al #USER#. Solo la solidaridad nos hará invencibles. #URL#",0
10357,"Esperemos que el gobierno, ahora, no le conceda un indulto... El Supremo inhabilita a Quim Torra por unanimidad #URL#",1
10358,Suspendida la Romería del Rocío de este año. Pero la Blanca Paloma anidará más que nunca en nuestros corazones. #URL#,1
10359,Soñé que tenía que hacerme invisible y cruzar la frontera de Inglaterra a Francia para poder robarme algo de un centro comercial.,0
10360,#USER# el único difícil que os tocaba por probabilidad tenía q tocar. Todo el q esta es por algo pero q el madrid tiene más suerte tb,0
10361,RT #USER#: Parece que fue ayer...pero ha sido hoy #URL#,1
10362,#USER# Te amo fer vos tambien vas a estsr siempre primera en mi corazon TE QUIERO MUCHO 😭😭😭😭💗💗💗,0
10363,RT #USER#: Cachondeo en el mundo científico: Simón elabora informes con gráficos sacados de la prensa #URL#,1
10364,#USER# #USER# #USER# Puto hater 😂 madura un poco subnormal,0
10365,#USER# los magistrados no son incapases son fraudulentos y vendidos ......delincuentes dejen que el pueblo elija,0
10366,#USER# La verdad es que yo también. La operación psicológica que es Greta Thunberg es tan evidente y tan vieja que me da risa.,1
10367,#USER# RT que rico culo,0
10368,RT #USER#: Ocurre en todas las Comunidades.🤔🇪🇦 #URL#,1
10369,Es correcto ! 💛🔥 #URL#,0
10370,RT #USER#: 🔴 ÚLTIMA HORA Piden la imputación de Laura Borràs por cuatro delitos relacionados con corrupción. 👇👇👇👇👇👇👇👇,1
10371,Exceso de magia y clase #URL#,0
10372,En sus casas también dicen: “Si no lavas bien el traste donde comiste huevo huele a CHOQUILLA” 🤔 O ¿nada más aquí?,0
10373,#USER# no se buscalo en google,0
10374,¿Le echamos una mano con un rt?👇🔁 #URL#,1
10375,RT #USER#: Ya no quedan médicos como el de Zaplana.,1
10376,"#USER# #USER# #USER# Por ser sincera, la verdad es q me da igual, te aviso q en verano estoy ahí 😬🙌🏻😉",1
10377,"#USER# #USER# Ya están los liberados sindicales, sin dar palo al agua. Venga a trabajar, vagos.",1
10378,Y el perfume de Mateo siempre que salgo de casa ❤,0
10379,"Este país se va a la mierda, señores #URL#",0
10380,el maestro: disculpen la palabra que voy a decir el maestro: #URL#,0
10381,"#USER# Uaaoo eres fantástico, te lamería horas horas horas horas tanto arriba como abajo ... 👅👅👅👅👅",0
10382,Hijo d putaaa esa es mas roja que la del Sporting,0
10383,#USER# Lo que costaba juntarles a todos... Gracias Irala crack #USER# ❣️,0
10384,#USER# #USER# Y que nos esperábamos? Se nos olvida que nos está gobernando gente del otro bando?,1
10385,"RT #USER#: Después de la moda de ser nacional socialista vino la de ser nr, y ahora la de ser (o decir que eres) jonsista.",1
10386,Cómo estáis izmierdosos hoy 🤣🤣🤣 #URL#,1
10387,"RT #USER#: Colima: nueve asesinatos, tres personas heridas y un secuestro en las últimas 48 horas #URL#",1
10388,"RT #USER#: No tengo más que añadir, señoría #HASHTAG#ımı #URL#",0
10389,RT #USER#: -He estado demasiadas veces en comisaría como para no oler a un madero a kilómetros. -¿Qué? -¿Qué? #URL#,0
10390,RT #USER#: Comunicado de la Asamblea Antirrepresiva de Extremadura ante la declaración del estado de alarma. #URL#,0
10391,"#USER# No tienen respeto por nada, ni nadie.",1
10392,"#USER# nah estas igual que yo, rapadomagno",0
10393,#USER# Mejor quedarse en casa pa q no haya riesgos🤪,0
10394,"Se puede ser más ruin, envidiosa y reventada que este bicho palo? #URL#",0
10395,RT #USER#: Me encuentro en el programa de radio #HASHTAG# con #USER# a través de la 104.1 FM,0
10396,"#USER# Desde arrimadas, ninguno.",1
10397,"RT #USER#: Para mí, los Clio no toman agua. Pero como nunca tuve uno, no opino. #URL#",1
10398,RT #USER#: No lo van a sacar ni los de desokupa,1
